Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0107"
"0.0200","0.0000","-0.0099"
"0.0400","0.0000","-0.0090"
"0.0600","0.0000","-0.0109"
"0.0800","0.0003","-0.0055"
"0.1000","0.0011","-0.0099"
"0.1200","0.0015","-0.0131"
"0.1400","0.0016","-0.0127"
"0.1600","0.0016","-0.0130"
"0.1800","0.0015","-0.0127"
"0.2000","0.0016","-0.0093"
"0.2200","0.0016","-0.0087"
"0.2400","0.0016","-0.0091"
"0.2600","0.0016","-0.0082"
"0.2800","0.0016","-0.0091"
"0.3000","0.0017","-0.0109"
"0.3200","0.0017","-0.0106"
"0.3400","0.0018","-0.0103"
"0.3600","0.0019","-0.0109"
"0.3800","0.0021","-0.0093"
"0.4000","0.0023","-0.0086"
"0.4200","0.0025","-0.0092"
"0.4400","0.0027","-0.0095"
"0.4600","0.0029","-0.0098"
"0.4800","0.0031","-0.0108"
"0.5000","0.0034","-0.0109"
"0.5200","0.0036","-0.0103"
"0.5400","0.0039","-0.0098"
"0.5600","0.0042","-0.0100"
"0.5800","0.0044","-0.0089"
"0.6000","0.0047","-0.0100"
"0.6200","0.0051","-0.0102"
"0.6400","0.0054","-0.0093"
"0.6600","0.0057","-0.0112"
"0.6800","0.0060","-0.0103"
"0.7000","0.0064","-0.0093"
"0.7200","0.0067","-0.0106"
"0.7400","0.0070","-0.0094"
"0.7600","0.0074","-0.0093"
"0.7800","0.0077","-0.0105"
"0.8000","0.0080","-0.0093"
"0.8200","0.0084","-0.0105"
"0.8400","0.0087","-0.0101"
"0.8600","0.0090","-0.0094"
"0.8800","0.0093","-0.0106"
"0.9000","0.0096","-0.0098"
"0.9200","0.0099","-0.0098"
"0.9400","0.0102","-0.0099"
"0.9600","0.0105","-0.0096"
"0.9800","0.0108","-0.0100"
"1.0000","0.0111","-0.0095"
"1.0200","0.0114","-0.0102"
"1.0400","0.0117","-0.0106"
"1.0600","0.0120","-0.0094"
"1.0800","0.0123","-0.0103"
"1.1000","0.0125","-0.0101"
"1.1200","0.0128","-0.0092"
"1.1400","0.0131","-0.0101"
"1.1600","0.0133","-0.0097"
"1.1800","0.0136","-0.0098"
"1.2000","0.0138","-0.0101"
"1.2200","0.0141","-0.0096"
"1.2400","0.0143","-0.0102"
"1.2600","0.0146","-0.0097"
"1.2800","0.0148","-0.0095"
"1.3000","0.0151","-0.0100"
"1.3200","0.0154","-0.0096"
"1.3400","0.0156","-0.0097"
"1.3600","0.0159","-0.0102"
"1.3800","0.0161","-0.0098"
"1.4000","0.0164","-0.0101"
"1.4200","0.0166","-0.0098"
"1.4400","0.0169","-0.0102"
"1.4600","0.0171","-0.0100"
"1.4800","0.0174","-0.0088"
"1.5000","0.0177","-0.0102"
"1.5200","0.0179","-0.0098"
"1.5400","0.0181","-0.0097"
"1.5600","0.0184","-0.0104"
"1.5800","0.0187","-0.0099"
"1.6000","0.0189","-0.0096"
"1.6200","0.0192","-0.0094"
"1.6400","0.0194","-0.0097"
"1.6600","0.0197","-0.0106"
"1.6800","0.0199","-0.0099"
"1.7000","0.0202","-0.0097"
"1.7200","0.0204","-0.0103"
"1.7400","0.0207","-0.0091"
"1.7600","0.0209","-0.0095"
"1.7800","0.0212","-0.0101"
"1.8000","0.0214","-0.0100"
"1.8200","0.0217","-0.0098"
"1.8400","0.0219","-0.0100"
"1.8600","0.0222","-0.0102"
"1.8800","0.0224","-0.0097"
"1.9000","0.0227","-0.0090"
"1.9200","0.0229","-0.0099"
"1.9400","0.0232","-0.0099"
"1.9600","0.0234","-0.0093"
"1.9800","0.0236","-0.0104"
"2.0000","0.0239","-0.0096"
"2.0200","0.0241","-0.0093"
"2.0400","0.0244","-0.0096"
"2.0600","0.0247","-0.0095"
"2.0800","0.0249","-0.0098"
"2.1000","0.0252","-0.0103"
"2.1200","0.0254","-0.0099"
"2.1400","0.0256","-0.0104"
"2.1600","0.0259","-0.0094"
"2.1800","0.0261","-0.0093"
"2.2000","0.0264","-0.0099"
"2.2200","0.0266","-0.0091"
"2.2400","0.0269","-0.0094"
"2.2600","0.0272","-0.0100"
"2.2800","0.0274","-0.0098"
"2.3000","0.0276","-0.0099"
"2.3200","0.0279","-0.0100"
"2.3400","0.0281","-0.0097"
"2.3600","0.0284","-0.0097"
"2.3800","0.0286","-0.0100"
"2.4000","0.0289","-0.0096"
"2.4200","0.0291","-0.0098"
"2.4400","0.0294","-0.0097"
"2.4600","0.0296","-0.0095"
"2.4800","0.0299","-0.0096"
"2.5000","0.0301","-0.0095"
"2.5200","0.0304","-0.0097"
"2.5400","0.0306","-0.0101"
"2.5600","0.0309","-0.0096"
"2.5800","0.0311","-0.0091"
"2.6000","0.0314","-0.0099"
"2.6200","0.0316","-0.0096"
"2.6400","0.0319","-0.0094"
"2.6600","0.0321","-0.0103"
"2.6800","0.0324","-0.0103"
"2.7000","0.0326","-0.0095"
"2.7200","0.0329","-0.0097"
"2.7400","0.0331","-0.0095"
"2.7600","0.0334","-0.0091"
"2.7800","0.0336","-0.0092"
"2.8000","0.0339","-0.0092"
"2.8200","0.0342","-0.0095"
"2.8400","0.0344","-0.0104"
"2.8600","0.0347","-0.0102"
"2.8800","0.0349","-0.0100"
"2.9000","0.0352","-0.0093"
"2.9200","0.0354","-0.0089"
"2.9400","0.0357","-0.0092"
"2.9600","0.0359","-0.0099"
"2.9800","0.0362","-0.0097"
"3.0000","0.0364","-0.0097"
"3.0200","0.0367","-0.0099"
"3.0400","0.0369","-0.0092"
"3.0600","0.0371","-0.0094"
"3.0800","0.0374","-0.0097"
"3.1000","0.0377","-0.0096"
"3.1200","0.0379","-0.0092"
"3.1400","0.0382","-0.0095"
"3.1600","0.0384","-0.0094"
"3.1800","0.0387","-0.0091"
"3.2000","0.0390","-0.0093"
"3.2200","0.0392","-0.0098"
"3.2400","0.0395","-0.0099"
"3.2600","0.0397","-0.0097"
"3.2800","0.0400","-0.0093"
"3.3000","0.0402","-0.0097"
"3.3200","0.0405","-0.0092"
"3.3400","0.0408","-0.0091"
"3.3600","0.0411","-0.0098"
"3.3800","0.0413","-0.0092"
"3.4000","0.0416","-0.0094"
"3.4200","0.0418","-0.0098"
"3.4400","0.0421","-0.0092"
"3.4600","0.0423","-0.0093"
"3.4800","0.0426","-0.0092"
"3.5000","0.0428","-0.0096"
"3.5200","0.0430","-0.0097"
"3.5400","0.0433","-0.0093"
"3.5600","0.0435","-0.0097"
"3.5800","0.0438","-0.0094"
"3.6000","0.0440","-0.0088"
"3.6200","0.0443","-0.0092"
"3.6400","0.0446","-0.0099"
"3.6600","0.0448","-0.0097"
"3.6800","0.0451","-0.0095"
"3.7000","0.0453","-0.0096"
"3.7200","0.0456","-0.0093"
"3.7400","0.0458","-0.0090"
"3.7600","0.0461","-0.0090"
"3.7800","0.0463","-0.0095"
"3.8000","0.0466","-0.0093"
"3.8200","0.0468","-0.0093"
"3.8400","0.0471","-0.0098"
"3.8600","0.0473","-0.0094"
"3.8800","0.0476","-0.0093"
"3.9000","0.0478","-0.0097"
"3.9200","0.0480","-0.0094"
"3.9400","0.0483","-0.0092"
"3.9600","0.0485","-0.0095"
"3.9800","0.0488","-0.0091"
"4.0000","0.0490","-0.0094"
"4.0200","0.0493","-0.0093"
"4.0400","0.0495","-0.0089"
"4.0600","0.0497","-0.0096"
"4.0800","0.0500","-0.0090"
"4.1000","0.0502","-0.0095"
"4.1200","0.0505","-0.0099"
"4.1400","0.0507","-0.0087"
"4.1600","0.0510","-0.0093"
"4.1800","0.0512","-0.0101"
"4.2000","0.0514","-0.0090"
"4.2200","0.0517","-0.0094"
"4.2400","0.0519","-0.0092"
"4.2600","0.0522","-0.0089"
"4.2800","0.0524","-0.0091"
"4.3000","0.0526","-0.0090"
"4.3200","0.0529","-0.0098"
"4.3400","0.0531","-0.0095"
"4.3600","0.0534","-0.0092"
"4.3800","0.0536","-0.0094"
"4.4000","0.0539","-0.0095"
"4.4200","0.0541","-0.0089"
"4.4400","0.0544","-0.0093"
"4.4600","0.0546","-0.0096"
"4.4800","0.0549","-0.0091"
"4.5000","0.0551","-0.0091"
"4.5200","0.0554","-0.0093"
"4.5400","0.0556","-0.0090"
"4.5600","0.0559","-0.0093"
"4.5800","0.0561","-0.0090"
"4.6000","0.0564","-0.0090"
"4.6200","0.0566","-0.0096"
"4.6400","0.0569","-0.0092"
"4.6600","0.0571","-0.0098"
"4.6800","0.0574","-0.0100"
"4.7000","0.0576","-0.0086"
"4.7200","0.0579","-0.0095"
"4.7400","0.0581","-0.0094"
"4.7600","0.0584","-0.0085"
"4.7800","0.0586","-0.0096"
"4.8000","0.0589","-0.0093"
"4.8200","0.0591","-0.0089"
"4.8400","0.0594","-0.0096"
"4.8600","0.0596","-0.0093"
"4.8800","0.0599","-0.0096"
"4.9000","0.0601","-0.0095"
"4.9200","0.0604","-0.0087"
"4.9400","0.0607","-0.0095"
"4.9600","0.0609","-0.0090"
"4.9800","0.0611","-0.0084"
"5.0000","0.0614","-0.0095"
"5.0200","0.0616","-0.0092"
"5.0400","0.0619","-0.0088"
"5.0600","0.0621","-0.0095"
"5.0800","0.0624","-0.0093"
"5.1000","0.0627","-0.0089"
"5.1200","0.0629","-0.0091"
"5.1400","0.0632","-0.0098"
"5.1600","0.0634","-0.0089"
"5.1800","0.0637","-0.0089"
"5.2000","0.0639","-0.0094"
"5.2200","0.0641","-0.0088"
"5.2400","0.0644","-0.0089"
"5.2600","0.0647","-0.0091"
"5.2800","0.0649","-0.0092"
"5.3000","0.0652","-0.0093"
"5.3200","0.0654","-0.0094"
"5.3400","0.0656","-0.0094"
"5.3600","0.0659","-0.0092"
"5.3800","0.0662","-0.0089"
"5.4000","0.0664","-0.0089"
"5.4200","0.0667","-0.0090"
"5.4400","0.0669","-0.0090"
"5.4600","0.0672","-0.0087"
"5.4800","0.0674","-0.0095"
"5.5000","0.0677","-0.0092"
"5.5200","0.0679","-0.0087"
"5.5400","0.0682","-0.0094"
"5.5600","0.0685","-0.0089"
"5.5800","0.0687","-0.0086"
"5.6000","0.0689","-0.0090"
"5.6200","0.0692","-0.0092"
"5.6400","0.0694","-0.0091"
"5.6600","0.0697","-0.0094"
"5.6800","0.0699","-0.0095"
"5.7000","0.0702","-0.0090"
"5.7200","0.0704","-0.0092"
"5.7400","0.0707","-0.0086"
"5.7600","0.0710","-0.0088"
"5.7800","0.0712","-0.0094"
"5.8000","0.0715","-0.0086"
"5.8200","0.0717","-0.0092"
"5.8400","0.0720","-0.0098"
"5.8600","0.0722","-0.0082"
"5.8800","0.0725","-0.0091"
"5.9000","0.0727","-0.0093"
"5.9200","0.0730","-0.0084"
"5.9400","0.0733","-0.0096"
"5.9600","0.0735","-0.0094"
"5.9800","0.0738","-0.0090"
"6.0000","0.0740","-0.0091"
"6.0200","0.0743","-0.0086"
"6.0400","0.0746","-0.0086"
"6.0600","0.0748","-0.0090"
"6.0800","0.0751","-0.0088"
"6.1000","0.0753","-0.0099"
"6.1200","0.0756","-0.0096"
"6.1400","0.0758","-0.0087"
"6.1600","0.0761","-0.0092"
"6.1800","0.0763","-0.0086"
"6.2000","0.0766","-0.0083"
"6.2200","0.0768","-0.0089"
"6.2400","0.0770","-0.0089"
"6.2600","0.0773","-0.0089"
"6.2800","0.0775","-0.0091"
"6.3000","0.0778","-0.0093"
"6.3200","0.0780","-0.0090"
"6.3400","0.0783","-0.0088"
"6.3600","0.0785","-0.0089"
"6.3800","0.0788","-0.0089"
"6.4000","0.0790","-0.0089"
"6.4200","0.0793","-0.0090"
"6.4400","0.0795","-0.0088"
"6.4600","0.0798","-0.0088"
"6.4800","0.0800","-0.0086"
"6.5000","0.0802","-0.0092"
"6.5200","0.0805","-0.0093"
"6.5400","0.0807","-0.0089"
"6.5600","0.0809","-0.0091"
"6.5800","0.0812","-0.0084"
"6.6000","0.0814","-0.0083"
"6.6200","0.0816","-0.0086"
"6.6400","0.0819","-0.0089"
"6.6600","0.0821","-0.0092"
"6.6800","0.0824","-0.0094"
"6.7000","0.0826","-0.0090"
"6.7200","0.0829","-0.0094"
"6.7400","0.0831","-0.0085"
"6.7600","0.0834","-0.0083"
"6.7800","0.0836","-0.0090"
"6.8000","0.0839","-0.0086"
"6.8200","0.0841","-0.0086"
"6.8400","0.0844","-0.0093"
"6.8600","0.0846","-0.0091"
"6.8800","0.0849","-0.0086"
"6.9000","0.0851","-0.0090"
"6.9200","0.0854","-0.0085"
"6.9400","0.0856","-0.0088"
"6.9600","0.0859","-0.0091"
"6.9800","0.0861","-0.0089"
"7.0000","0.0864","-0.0092"
"7.0200","0.0866","-0.0090"
"7.0400","0.0869","-0.0085"
"7.0600","0.0871","-0.0086"
"7.0800","0.0874","-0.0088"
"7.1000","0.0876","-0.0086"
"7.1200","0.0879","-0.0089"
"7.1400","0.0881","-0.0087"
"7.1600","0.0884","-0.0085"
"7.1800","0.0886","-0.0088"
"7.2000","0.0889","-0.0089"
"7.2200","0.0891","-0.0084"
"7.2400","0.0894","-0.0089"
"7.2600","0.0896","-0.0092"
"7.2800","0.0899","-0.0087"
"7.3000","0.0902","-0.0089"
"7.3200","0.0904","-0.0088"
"7.3400","0.0907","-0.0088"
"7.3600","0.0909","-0.0086"
"7.3800","0.0911","-0.0084"
"7.4000","0.0914","-0.0091"
"7.4200","0.0916","-0.0087"
"7.4400","0.0919","-0.0085"
"7.4600","0.0921","-0.0095"
"7.4800","0.0924","-0.0087"
"7.5000","0.0927","-0.0084"
"7.5200","0.0929","-0.0092"
"7.5400","0.0932","-0.0087"
"7.5600","0.0934","-0.0084"
"7.5800","0.0937","-0.0085"
"7.6000","0.0939","-0.0083"
"7.6200","0.0942","-0.0086"
"7.6400","0.0944","-0.0085"
"7.6600","0.0947","-0.0088"
"7.6800","0.0950","-0.0093"
"7.7000","0.0952","-0.0089"
"7.7200","0.0955","-0.0088"
"7.7400","0.0957","-0.0091"
"7.7600","0.0960","-0.0086"
"7.7800","0.0963","-0.0083"
"7.8000","0.0965","-0.0088"
"7.8200","0.0968","-0.0088"
"7.8400","0.0971","-0.0084"
"7.8600","0.0973","-0.0089"
"7.8800","0.0976","-0.0088"
"7.9000","0.0978","-0.0088"
