Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0063"
"0.0200","0.0000","-0.0060"
"0.0400","0.0000","-0.0059"
"0.0600","0.0002","-0.0002"
"0.0800","0.0010","-0.0021"
"0.1000","0.0015","-0.0035"
"0.1200","0.0016","-0.0057"
"0.1400","0.0015","-0.0078"
"0.1600","0.0015","-0.0083"
"0.1800","0.0015","-0.0076"
"0.2000","0.0016","-0.0074"
"0.2200","0.0016","-0.0058"
"0.2400","0.0017","-0.0043"
"0.2600","0.0018","-0.0050"
"0.2800","0.0020","-0.0052"
"0.3000","0.0021","-0.0057"
"0.3200","0.0024","-0.0060"
"0.3400","0.0026","-0.0056"
"0.3600","0.0028","-0.0062"
"0.3800","0.0031","-0.0055"
"0.4000","0.0034","-0.0043"
"0.4200","0.0037","-0.0058"
"0.4400","0.0041","-0.0055"
"0.4600","0.0044","-0.0049"
"0.4800","0.0048","-0.0063"
"0.5000","0.0052","-0.0061"
"0.5200","0.0056","-0.0055"
"0.5400","0.0060","-0.0058"
"0.5600","0.0065","-0.0056"
"0.5800","0.0069","-0.0056"
"0.6000","0.0074","-0.0053"
"0.6200","0.0078","-0.0053"
"0.6400","0.0083","-0.0059"
"0.6600","0.0087","-0.0057"
"0.6800","0.0092","-0.0054"
"0.7000","0.0096","-0.0060"
"0.7200","0.0101","-0.0058"
"0.7400","0.0105","-0.0054"
"0.7600","0.0109","-0.0062"
"0.7800","0.0113","-0.0057"
"0.8000","0.0118","-0.0054"
"0.8200","0.0122","-0.0053"
"0.8400","0.0126","-0.0055"
"0.8600","0.0130","-0.0053"
"0.8800","0.0134","-0.0055"
"0.9000","0.0137","-0.0057"
"0.9200","0.0141","-0.0057"
"0.9400","0.0144","-0.0054"
"0.9600","0.0148","-0.0055"
"0.9800","0.0151","-0.0057"
"1.0000","0.0155","-0.0055"
"1.0200","0.0158","-0.0056"
"1.0400","0.0161","-0.0056"
"1.0600","0.0165","-0.0056"
"1.0800","0.0168","-0.0054"
"1.1000","0.0172","-0.0057"
"1.1200","0.0175","-0.0058"
"1.1400","0.0179","-0.0055"
"1.1600","0.0182","-0.0056"
"1.1800","0.0185","-0.0056"
"1.2000","0.0188","-0.0051"
"1.2200","0.0192","-0.0054"
"1.2400","0.0195","-0.0053"
"1.2600","0.0198","-0.0052"
"1.2800","0.0202","-0.0056"
"1.3000","0.0205","-0.0051"
"1.3200","0.0208","-0.0054"
"1.3400","0.0212","-0.0056"
"1.3600","0.0215","-0.0054"
"1.3800","0.0218","-0.0055"
"1.4000","0.0222","-0.0053"
"1.4200","0.0225","-0.0055"
"1.4400","0.0228","-0.0052"
"1.4600","0.0232","-0.0054"
"1.4800","0.0235","-0.0055"
"1.5000","0.0238","-0.0054"
