Distance;
11952.025;
11952.025;
11952.758;
11951.292;
11952.025;
11952.025;
11952.758;
11952.758;
11952.025;
11952.025;
11951.292;
11952.025;
11951.292;
11950.560;
11951.292;
11950.560;
11950.560;
11950.560;
11951.292;
11950.560;
11949.827;
11949.827;
11949.095;
11949.827;
11947.630;
11949.827;
11948.362;
11949.827;
11949.095;
11949.827;
11948.362;
11948.362;
11948.362;
11948.362;
11947.630;
11948.362;
11948.362;
11948.362;
11949.095;
11947.630;
11948.362;
11948.362;
11947.630;
11948.362;
11948.362;
11948.362;
11947.630;
11949.095;
11948.362;
11948.362;
11947.630;
11947.630;
11947.630;
11947.630;
11948.362;
11948.362;
11947.630;
11948.362;
11948.362;
11947.630;
11947.630;
11948.362;
11949.095;
11948.362;
11949.827;
11949.095;
11949.095;
11948.362;
11948.362;
11946.897;
11949.827;
11948.362;
11949.095;
11948.362;
11949.095;
11948.362;
11949.095;
11948.362;
11949.095;
11949.827;
11949.827;
11949.827;
11950.560;
11949.827;
11949.827;
11950.560;
11949.827;
11950.560;
11949.827;
11950.560;
11949.827;
11950.560;
11951.292;
11949.827;
11951.292;
11950.560;
11950.560;
11949.827;
11949.827;
11949.095;
11949.827;
11951.292;
11951.292;
11949.827;
11951.292;
11949.827;
11951.292;
11950.560;
11950.560;
11951.292;
11950.560;
11950.560;
11951.292;
11949.095;
11951.292;
11952.025;
11949.827;
11951.292;
11949.827;
11951.292;
11949.095;
11951.292;
11950.560;
11951.292;
11950.560;
11949.827;
11951.292;
11950.560;
11949.827;
11949.827;
11949.827;
11948.362;
11949.095;
11948.362;
11949.827;
11949.095;
11949.095;
11948.362;
11949.095;
11946.897;
11948.362;
11948.362;
11949.095;
11948.362;
11948.362;
11947.630;
11947.630;
11947.630;
11946.165;
11947.630;
11947.630;
11946.897;
11946.165;
11946.897;
11946.165;
11946.897;
11945.433;
11946.165;
11945.433;
11944.700;
11946.165;
11944.700;
11945.433;
11945.433;
11944.700;
11946.165;
11945.433;
11945.433;
11945.433;
11944.700;
11945.433;
11943.235;
11943.968;
11943.968;
11942.503;
11943.235;
11942.503;
11943.968;
11943.235;
11943.235;
11941.771;
11943.235;
11943.235;
11941.771;
11942.503;
11942.503;
11942.503;
11942.503;
11941.771;
11942.503;
11941.038;
11941.038;
11942.503;
11942.503;
11941.038;
11941.771;
11941.771;
11941.771;
11943.235;
11941.771;
11941.771;
11941.771;
11941.038;
11941.038;
11941.771;
11941.038;
11941.038;
11941.038;
11941.038;
11941.771;
