Distance;
21823.176;
21838.557;
21834.162;
21842.219;
21844.417;
21845.149;
21826.838;
21847.346;
21837.825;
21835.627;
21826.105;
21834.895;
21843.684;
21840.022;
21810.724;
21832.698;
21838.557;
21840.754;
21832.698;
21853.938;
21824.641;
21831.233;
21841.487;
21833.430;
21838.557;
21839.290;
21833.430;
21844.417;
21826.838;
21842.219;
21833.430;
21840.022;
21823.908;
21836.360;
21834.895;
21853.938;
21825.373;
21821.711;
21823.176;
21847.346;
21841.487;
21841.487;
21821.711;
21841.487;
21843.684;
21829.768;
21836.360;
21819.513;
21829.035;
21819.513;
21826.105;
21834.895;
21821.711;
21836.360;
21837.092;
21851.741;
21851.741;
21842.952;
21827.570;
21829.768;
21844.417;
21840.022;
21835.627;
21845.149;
21835.627;
21827.570;
21827.570;
21840.022;
21835.627;
21829.768;
21833.430;
21832.698;
21857.601;
21816.584;
21834.895;
21816.584;
21824.641;
21833.430;
21818.049;
21830.500;
21824.641;
21829.035;
21831.965;
21843.684;
21848.811;
21843.684;
21817.316;
21838.557;
21829.035;
21821.711;
21825.373;
21832.698;
21826.105;
21829.035;
21813.654;
21821.711;
21834.162;
21809.992;
21851.009;
21818.781;
21840.754;
21834.895;
21836.360;
21837.092;
21821.711;
21835.627;
21815.851;
21825.373;
21849.544;
21840.022;
21825.373;
21838.557;
21837.092;
21846.614;
21838.557;
21823.908;
21838.557;
21839.290;
21829.035;
21838.557;
21842.219;
21815.119;
21837.825;
21821.711;
21829.768;
21832.698;
21837.092;
21828.303;
21840.754;
21829.035;
21818.049;
21835.627;
21822.443;
21837.092;
21830.500;
21827.570;
21826.105;
21834.895;
21837.092;
21840.754;
21829.035;
21822.443;
21837.092;
21831.965;
21834.895;
21831.965;
21831.965;
21852.474;
21832.698;
21826.105;
21837.825;
21829.035;
21820.246;
21834.162;
21825.373;
21829.035;
21819.513;
21826.105;
21823.176;
21833.430;
21828.303;
21833.430;
21838.557;
21823.176;
21840.754;
21820.979;
21831.233;
21821.711;
21821.711;
21834.162;
21829.768;
21839.290;
21819.513;
21818.781;
21837.825;
21820.246;
21837.825;
21831.233;
21837.092;
21823.176;
21831.965;
21835.627;
21822.443;
21839.290;
21827.570;
21831.965;
21834.895;
21820.979;
21838.557;
21811.457;
21831.965;
21826.838;
21820.246;
21828.303;
21828.303;
21848.811;
21819.513;
21849.544;
21826.105;
21838.557;
21810.724;
21826.105;
21825.373;
21829.035;
21839.290;
21843.684;
21840.754;
21830.500;
21824.641;
21833.430;
21830.500;
21828.303;
21823.908;
21834.162;
21813.654;
21825.373;
21828.303;
21831.233;
21820.979;
21826.105;
21829.035;
