Distance;
21133.946;
21136.143;
21133.946;
21131.748;
21131.016;
21132.481;
21129.551;
21129.551;
21131.016;
21133.213;
21132.481;
21130.283;
21130.283;
21132.481;
21131.748;
21131.016;
21133.946;
21132.481;
21131.748;
21132.481;
21128.819;
21132.481;
21128.819;
21131.016;
21131.748;
21131.748;
21131.016;
21129.551;
21131.016;
21131.748;
21131.016;
21132.481;
21132.481;
21132.481;
21133.213;
21133.946;
21132.481;
21130.283;
21128.819;
21131.016;
21132.481;
21130.283;
21131.748;
21133.213;
21132.481;
21133.946;
21131.016;
21133.946;
21129.551;
21126.621;
21133.213;
21132.481;
21131.748;
21128.819;
21132.481;
21133.946;
21130.283;
21133.946;
21132.481;
21129.551;
21131.748;
21134.678;
21135.411;
21131.748;
21132.481;
21133.946;
21132.481;
21134.678;
21133.213;
21136.143;
21132.481;
21135.411;
21133.946;
21131.016;
21131.748;
21131.748;
21131.748;
21131.016;
21134.678;
21134.678;
21133.213;
21131.748;
21136.143;
21132.481;
21133.946;
21132.481;
21129.551;
21133.946;
21133.213;
21131.016;
21133.946;
21129.551;
21131.748;
21129.551;
21132.481;
21130.283;
21133.946;
21134.678;
21132.481;
21134.678;
21131.748;
21130.283;
21130.283;
21131.748;
21130.283;
21128.819;
21129.551;
21129.551;
21133.946;
21131.748;
21131.016;
21133.213;
21128.819;
21128.819;
21131.748;
21131.016;
21128.819;
21131.016;
21131.748;
21132.481;
21130.283;
21130.283;
21131.748;
21130.283;
21130.283;
21132.481;
21130.283;
21132.481;
21133.213;
21133.213;
21133.946;
21131.016;
21128.819;
21129.551;
21133.946;
21132.481;
21131.748;
21132.481;
21133.213;
21131.016;
21131.748;
21131.016;
21132.481;
21132.481;
21131.748;
21130.283;
21133.213;
21133.946;
21129.551;
21133.213;
21133.946;
21131.748;
21129.551;
21133.946;
21135.411;
21133.213;
21132.481;
21130.283;
21130.283;
21128.086;
21133.213;
21131.748;
21132.481;
21131.016;
21132.481;
21129.551;
21133.213;
21134.678;
21130.283;
21131.016;
21135.411;
21128.819;
21131.748;
21130.283;
21133.946;
21131.016;
21133.213;
21133.213;
21132.481;
21132.481;
21133.213;
21130.283;
21132.481;
21134.678;
21132.481;
21131.016;
21132.481;
21131.016;
21132.481;
21131.748;
21129.551;
21129.551;
21128.086;
21132.481;
21133.213;
21131.748;
21131.016;
21131.748;
21131.748;
21128.819;
21129.551;
21131.016;
21131.016;
21132.481;
21132.481;
21133.213;
21131.016;
21131.016;
21131.748;
21131.748;
21130.283;
21131.016;
21133.213;
21133.213;
21131.748;
21128.819;
21131.016;
21134.678;
21131.016;
21133.213;
21130.283;
21131.016;
21133.213;
21133.946;
21130.283;
21133.213;
21131.016;
21131.748;
21130.283;
21133.946;
21127.354;
21131.748;
21131.016;
21130.283;
21131.748;
21131.016;
21133.213;
21133.946;
21129.551;
21130.283;
21132.481;
21135.411;
21131.016;
21130.283;
21129.551;
21132.481;
21132.481;
21131.016;
21134.678;
21128.086;
21133.946;
21133.946;
21128.819;
21131.016;
21128.819;
21136.143;
21131.748;
21130.283;
21136.143;
21132.481;
21131.748;
21133.946;
21129.551;
21134.678;
21132.481;
21125.889;
21128.819;
21129.551;
21132.481;
21131.748;
21130.283;
21131.016;
21132.481;
21133.213;
21132.481;
21131.016;
21127.354;
21129.551;
21133.213;
21133.946;
21132.481;
21135.411;
21130.283;
21131.016;
21131.016;
21133.213;
21132.481;
21133.946;
21133.213;
21132.481;
21132.481;
21132.481;
21132.481;
21136.143;
21130.283;
21133.213;
21133.213;
21135.411;
21133.213;
21132.481;
21135.411;
21130.283;
21134.678;
21131.016;
21131.016;
21131.748;
21133.946;
21130.283;
21132.481;
21131.016;
21135.411;
21131.016;
21133.213;
21135.411;
21134.678;
21130.283;
21133.946;
21134.678;
21136.143;
21137.608;
21136.875;
21138.340;
21135.411;
21136.875;
21134.678;
21139.073;
21139.073;
21135.411;
21131.016;
21137.608;
21138.340;
21135.411;
21136.143;
21135.411;
21136.143;
21137.608;
21136.143;
21135.411;
21133.213;
21133.213;
21135.411;
21136.143;
21137.608;
21136.143;
21136.875;
21133.213;
21133.946;
21136.143;
21133.946;
21136.875;
21135.411;
21133.213;
21137.608;
21137.608;
21137.608;
21137.608;
21131.748;
21134.678;
21133.946;
21136.875;
21136.143;
21135.411;
21138.340;
21139.073;
21134.678;
21133.946;
21136.875;
21139.805;
21133.946;
21139.073;
21135.411;
21139.073;
21137.608;
21137.608;
21138.340;
21139.073;
21133.213;
21136.143;
21133.946;
21136.875;
21132.481;
21136.143;
21135.411;
14166.937;
14169.134;
14169.866;
14168.401;
14168.401;
14167.669;
14171.331;
14167.669;
14168.401;
14168.401;
14169.134;
14169.134;
14167.669;
14166.204;
14170.599;
14171.331;
14171.331;
14166.937;
14166.937;
14169.134;
14170.599;
14169.866;
14169.134;
14169.134;
14170.599;
14168.401;
14171.331;
14167.669;
14169.866;
14169.866;
14169.134;
14169.866;
14169.866;
14170.599;
14171.331;
14170.599;
14169.866;
14168.401;
14171.331;
14168.401;
14171.331;
14169.134;
14168.401;
14169.134;
14169.134;
14169.134;
14169.134;
