Distance;
22099.307;
22102.969;
22100.772;
22100.772;
22100.040;
22104.434;
22106.632;
22106.632;
22101.505;
22104.434;
22098.575;
22103.702;
22099.307;
22105.167;
22103.702;
22104.434;
22102.969;
22103.702;
22102.237;
22101.505;
22101.505;
22100.772;
22104.434;
22102.237;
22104.434;
22100.772;
22105.167;
22105.167;
22101.505;
22099.307;
22102.237;
22100.772;
22100.772;
22102.237;
22102.237;
22104.434;
22101.505;
22105.167;
22100.040;
22102.237;
22101.505;
22102.969;
22100.040;
22102.237;
22101.505;
22102.237;
22100.040;
22100.772;
22104.434;
22103.702;
22100.772;
22100.040;
22101.505;
22102.237;
22102.969;
22102.237;
22100.040;
22101.505;
22104.434;
22100.040;
22108.097;
22104.434;
22102.969;
22105.167;
22105.899;
22102.969;
22102.969;
22103.702;
22100.040;
22103.702;
22100.772;
22105.167;
22101.505;
22096.377;
22106.632;
22103.702;
22100.772;
22105.167;
22104.434;
22102.969;
22103.702;
22103.702;
22105.899;
22100.772;
22104.434;
22104.434;
22102.969;
22104.434;
22105.899;
22108.097;
22105.167;
22098.575;
22100.772;
22106.632;
22099.307;
22102.969;
22100.772;
22104.434;
22101.505;
22104.434;
22102.237;
22100.040;
22102.237;
22105.167;
22102.237;
22103.702;
22103.702;
22108.829;
22106.632;
22102.969;
22103.702;
22103.702;
22100.040;
22102.237;
22101.505;
22102.237;
22104.434;
22102.237;
22104.434;
22106.632;
22106.632;
22102.237;
22101.505;
22102.969;
22100.772;
22105.167;
22103.702;
22102.969;
22102.969;
22102.237;
22100.040;
22106.632;
22104.434;
22103.702;
22100.772;
22100.040;
22101.505;
22102.969;
22104.434;
22101.505;
22100.040;
22102.237;
22102.237;
22100.040;
22105.167;
22102.237;
22104.434;
22102.969;
22099.307;
22103.702;
22098.575;
22106.632;
22103.702;
22100.772;
22100.772;
22100.772;
22103.702;
22100.040;
22108.097;
22102.237;
22103.702;
22105.167;
22100.040;
22105.167;
22104.434;
22105.167;
22100.772;
22105.899;
22102.237;
22104.434;
22101.505;
22101.505;
22104.434;
22105.899;
22102.237;
22106.632;
22100.040;
22103.702;
22100.772;
22105.167;
22105.899;
22102.237;
22105.167;
22102.237;
22102.969;
22102.237;
22105.167;
22105.899;
22102.969;
22104.434;
22103.702;
22102.969;
22099.307;
22102.237;
22100.040;
22102.969;
22103.702;
22105.167;
22102.969;
22102.237;
22102.237;
22103.702;
22102.969;
22102.237;
22105.167;
22102.969;
22102.237;
22105.167;
22106.632;
22104.434;
22103.702;
22101.505;
22098.575;
22101.505;
22102.237;
22105.167;
22104.434;
22102.237;
22107.364;
22101.505;
22102.969;
22103.702;
22100.040;
22105.167;
22098.575;
22102.237;
22108.097;
22100.040;
22102.969;
22102.237;
22102.969;
22102.237;
22102.969;
22100.040;
22098.575;
22101.505;
22103.702;
22101.505;
22102.969;
22102.969;
22103.702;
22105.167;
22105.167;
22098.575;
22104.434;
22101.505;
22105.167;
22105.167;
22103.702;
22100.772;
22105.167;
22101.505;
22101.505;
22103.702;
22104.434;
22103.702;
22104.434;
22100.040;
22101.505;
22101.505;
22104.434;
22107.364;
22104.434;
22101.505;
22100.040;
22103.702;
22104.434;
22102.969;
22100.040;
22100.772;
22107.364;
22103.702;
22104.434;
22107.364;
22100.040;
22100.772;
22102.237;
22102.969;
22101.505;
22100.040;
22099.307;
22104.434;
22100.772;
22102.969;
22103.702;
22105.167;
22105.167;
22103.702;
22103.702;
22105.899;
22104.434;
22099.307;
22105.167;
22099.307;
22105.167;
22105.167;
22106.632;
22102.237;
22101.505;
22100.040;
22105.899;
22105.167;
22101.505;
22102.237;
22100.772;
22102.969;
22100.040;
22102.237;
22101.505;
22101.505;
22103.702;
22099.307;
22104.434;
22102.969;
22102.969;
22105.899;
22108.097;
22102.969;
22100.772;
22104.434;
22101.505;
22106.632;
22102.237;
22100.040;
22104.434;
22102.237;
22105.167;
22103.702;
22099.307;
22105.899;
22100.772;
22102.969;
22105.167;
22105.167;
22105.899;
22103.702;
22101.505;
22105.167;
22104.434;
22100.772;
22106.632;
22103.702;
22106.632;
22102.237;
22102.237;
22102.237;
22102.237;
22102.237;
22102.969;
22102.237;
22100.772;
22107.364;
22104.434;
22104.434;
22102.969;
22106.632;
22102.969;
22100.772;
22105.167;
22102.969;
22102.969;
22105.899;
22100.040;
22105.167;
22100.040;
22102.969;
22102.969;
22102.237;
22100.040;
22101.505;
22100.040;
22102.969;
22101.505;
22101.505;
22105.899;
22101.505;
22102.969;
22102.969;
22099.307;
22101.505;
22103.702;
22102.969;
22100.772;
22107.364;
22105.899;
22104.434;
22100.040;
22102.237;
22103.702;
22103.702;
22105.167;
22098.575;
22106.632;
22100.772;
22102.969;
22102.969;
22100.040;
22097.842;
22102.237;
22101.505;
22104.434;
22101.505;
22105.899;
22102.969;
22101.505;
22099.307;
22103.702;
22105.167;
22104.434;
22105.167;
22102.969;
22105.899;
22100.772;
22105.167;
22104.434;
22104.434;
22099.307;
22101.505;
22102.969;
22104.434;
22101.505;
22106.632;
22103.702;
22105.167;
22102.969;
22105.167;
22102.237;
22102.237;
22105.899;
22108.097;
22104.434;
22103.702;
16388.439;
16388.439;
16386.975;
16386.975;
16389.904;
16387.707;
16387.707;
16386.975;
16386.975;
16386.975;
16388.439;
16387.707;
16386.975;
16386.975;
16387.707;
16386.975;
16387.707;
16388.439;
16387.707;
16388.439;
16385.510;
16386.242;
16388.439;
16387.707;
16389.172;
16386.975;
16389.172;
16388.439;
16386.242;
16387.707;
16386.242;
16388.439;
16387.707;
16386.975;
16387.707;
16386.975;
16388.439;
16387.707;
16388.439;
16387.707;
16388.439;
16390.637;
16390.637;
16390.637;
16390.637;
16392.102;
16392.102;
16394.299;
16393.567;
16394.299;
16394.299;
16394.299;
16395.032;
16395.764;
16395.032;
16395.764;
16397.229;
16395.764;
16396.497;
16396.497;
16395.764;
16397.229;
16396.497;
16396.497;
16396.497;
16396.497;
16395.764;
16396.497;
16394.299;
16395.032;
16395.764;
16394.299;
16394.299;
16395.032;
16395.032;
16394.299;
16395.032;
16395.032;
16395.032;
16396.497;
16397.229;
16396.497;
16396.497;
16397.229;
16397.961;
16397.229;
16397.961;
16397.229;
16398.694;
16397.961;
16398.694;
16400.159;
16398.694;
16399.426;
16399.426;
16400.159;
16401.624;
16399.426;
16400.891;
16401.624;
16400.891;
16401.624;
16399.426;
16401.624;
16403.088;
16400.891;
16400.891;
16400.159;
16400.159;
16397.961;
16401.624;
16400.159;
16398.694;
16400.159;
16398.694;
16399.426;
16401.624;
16400.159;
16400.159;
16400.159;
16400.891;
16401.624;
16400.159;
16400.159;
16400.159;
16400.891;
16401.624;
16400.891;
16401.624;
16402.356;
16401.624;
16402.356;
16402.356;
16401.624;
16400.891;
16401.624;
16402.356;
16403.088;
16404.553;
16403.088;
16404.553;
16403.821;
16403.821;
16403.821;
16406.018;
16403.821;
16403.821;
16404.553;
16406.750;
16405.286;
16407.483;
16405.286;
16407.483;
16407.483;
16409.681;
16408.948;
16408.216;
16408.216;
16408.948;
16408.216;
16411.146;
16408.948;
16409.681;
16408.948;
16410.413;
16408.948;
16413.343;
16411.146;
16411.146;
16411.878;
16411.878;
16411.878;
16411.878;
16409.681;
16413.343;
16411.146;
16411.146;
16409.681;
16411.146;
16409.681;
16408.216;
16408.216;
16408.216;
16408.948;
16407.483;
16407.483;
16408.948;
16408.216;
16409.681;
16408.948;
16408.948;
16408.948;
16410.413;
16411.146;
16409.681;
16409.681;
16409.681;
16411.146;
16412.610;
16409.681;
16411.146;
16411.878;
16412.610;
16414.075;
16414.075;
16414.075;
16414.808;
16411.878;
16413.343;
16414.075;
16414.075;
16417.005;
16416.272;
16414.808;
16416.272;
16414.808;
16417.737;
16417.005;
16416.272;
16414.808;
16415.540;
16417.005;
16419.935;
16418.470;
16417.737;
16419.935;
16419.202;
16420.667;
16420.667;
16420.667;
16420.667;
16420.667;
16421.399;
16419.935;
16421.399;
16419.935;
16421.399;
16422.132;
16419.935;
16420.667;
16421.399;
16423.597;
16422.864;
16423.597;
16420.667;
16422.132;
16422.864;
16423.597;
16422.132;
16422.132;
16423.597;
16422.864;
16424.330;
16423.597;
16423.597;
16423.597;
16422.132;
16424.330;
16425.062;
16423.597;
16425.062;
16425.062;
16426.527;
16424.330;
16425.062;
16427.992;
16427.259;
16425.794;
16425.794;
16427.259;
16428.724;
16429.457;
16426.527;
16426.527;
16429.457;
16429.457;
16430.921;
16429.457;
16430.921;
16430.921;
16429.457;
16430.189;
16433.119;
16432.386;
16430.921;
16433.119;
16432.386;
16431.654;
16433.119;
16433.119;
16432.386;
16434.583;
16433.119;
16432.386;
16433.851;
16433.851;
16434.583;
16433.851;
16433.119;
16434.583;
16433.119;
16436.048;
16434.583;
16434.583;
16436.048;
16432.386;
16437.513;
16435.316;
16434.583;
16435.316;
16434.583;
16437.513;
16437.513;
16435.316;
16438.246;
16438.246;
16436.781;
16440.443;
16438.978;
16438.246;
16440.443;
16438.246;
16440.443;
16438.246;
16439.710;
16438.978;
16437.513;
16440.443;
16440.443;
16439.710;
16438.246;
16439.710;
16438.246;
16437.513;
16438.246;
16438.246;
16436.781;
16436.781;
16437.513;
16437.513;
16436.781;
16437.513;
16436.048;
16436.781;
16438.978;
16436.781;
16436.048;
16438.246;
16436.048;
16437.513;
16437.513;
16437.513;
16438.246;
16438.246;
16436.048;
16438.978;
16438.246;
16438.246;
16438.978;
16438.246;
16439.710;
16437.513;
16436.781;
16438.978;
16438.246;
16438.246;
16438.246;
16438.246;
16441.176;
16439.710;
16439.710;
16441.176;
16439.710;
16439.710;
16439.710;
16439.710;
16437.513;
16439.710;
16437.513;
16435.316;
16436.048;
16435.316;
16434.583;
16433.119;
16433.119;
16433.119;
16431.654;
16432.386;
16430.189;
16429.457;
16428.724;
16429.457;
16427.259;
16425.794;
16426.527;
16425.794;
16423.597;
16425.794;
16422.864;
16422.132;
16421.399;
16422.132;
16421.399;
16421.399;
16421.399;
16422.132;
16417.737;
16420.667;
16420.667;
16420.667;
16419.935;
16420.667;
16420.667;
16421.399;
16420.667;
16419.935;
16421.399;
16419.935;
16419.202;
16419.935;
16418.470;
16418.470;
16414.075;
16416.272;
16415.540;
16417.005;
16414.808;
16413.343;
16414.808;
16412.610;
16412.610;
16410.413;
16409.681;
16408.216;
16409.681;
16406.018;
16406.018;
16404.553;
16401.624;
16400.891;
16400.159;
16400.159;
16396.497;
16395.764;
16396.497;
16395.764;
16393.567;
16392.834;
16393.567;
16392.834;
16390.637;
16391.369;
16389.172;
16389.904;
16389.172;
16389.172;
16389.904;
16389.172;
16386.975;
16388.439;
16387.707;
16387.707;
16387.707;
16386.975;
16384.045;
16385.510;
16387.707;
16386.242;
16385.510;
16386.975;
16385.510;
16384.045;
16385.510;
16386.242;
16384.777;
16385.510;
16384.045;
16387.707;
16386.975;
16386.242;
16384.777;
16386.975;
16385.510;
16386.242;
16386.242;
16384.777;
16383.313;
16382.580;
16383.313;
16381.848;
16383.313;
16382.580;
16381.848;
16383.313;
16381.115;
16381.848;
16379.650;
16378.186;
16378.918;
16380.383;
16381.115;
16378.186;
16377.453;
16378.918;
16379.650;
16378.186;
16378.918;
16377.453;
16378.186;
16375.988;
16378.918;
16378.918;
16378.918;
16377.453;
16378.186;
16379.650;
16376.721;
16377.453;
16377.453;
16378.186;
16378.186;
16377.453;
16378.186;
16378.918;
16377.453;
16377.453;
16377.453;
16377.453;
16376.721;
16376.721;
16378.918;
16376.721;
16375.255;
16376.721;
16376.721;
16375.255;
16375.255;
16376.721;
16377.453;
16376.721;
16374.523;
16375.988;
16378.186;
16378.918;
16374.523;
16375.988;
16375.255;
16375.988;
16376.721;
16378.186;
16377.453;
16377.453;
16377.453;
16377.453;
16377.453;
16378.186;
16376.721;
16378.918;
16378.186;
16378.186;
16378.186;
16381.848;
16378.918;
16380.383;
16378.918;
16380.383;
16381.115;
16381.115;
16381.115;
16378.918;
16380.383;
16381.115;
16381.848;
16382.580;
16381.848;
16382.580;
16381.848;
16382.580;
16381.848;
16383.313;
16382.580;
16383.313;
16383.313;
16383.313;
16382.580;
16383.313;
16384.045;
16384.045;
16384.777;
16386.242;
16384.045;
16385.510;
16386.242;
16386.242;
16386.975;
16387.707;
16387.707;
16388.439;
16386.242;
16387.707;
16388.439;
16387.707;
16388.439;
16389.172;
16388.439;
16389.904;
16389.904;
16389.172;
16389.904;
16392.102;
16391.369;
16391.369;
16390.637;
16393.567;
16391.369;
16392.834;
16392.102;
16393.567;
16392.834;
16393.567;
16394.299;
16392.834;
16394.299;
16394.299;
16395.032;
16397.229;
16395.764;
16395.764;
16397.229;
16395.764;
16398.694;
16398.694;
16400.159;
16400.159;
16400.891;
16400.891;
16400.891;
16403.821;
16402.356;
16402.356;
16405.286;
16405.286;
16405.286;
16406.750;
16407.483;
16409.681;
16411.146;
16410.413;
16412.610;
16412.610;
16411.878;
16412.610;
16412.610;
16414.808;
16415.540;
16415.540;
16417.737;
16417.005;
16416.272;
16417.737;
16419.935;
16419.935;
16418.470;
16419.202;
16419.202;
16424.330;
16420.667;
16419.202;
16424.330;
16422.864;
16424.330;
