Distance;
12213.508;
12214.240;
12212.043;
12212.775;
12212.775;
12214.240;
12212.775;
12213.508;
12214.240;
12213.508;
12212.775;
12212.775;
12213.508;
12214.240;
12213.508;
12212.775;
12212.775;
12213.508;
12214.973;
12214.240;
12214.240;
12213.508;
12213.508;
12213.508;
12213.508;
12213.508;
12213.508;
12212.775;
12212.775;
12213.508;
12212.043;
12213.508;
12214.240;
12212.775;
12213.508;
12213.508;
12212.043;
12212.043;
12212.043;
12213.508;
12212.775;
12212.775;
12214.240;
12212.043;
12212.043;
12212.775;
12211.311;
12212.043;
12212.043;
12213.508;
12212.775;
12212.775;
12212.043;
12212.775;
12212.775;
12213.508;
12214.240;
12212.775;
12212.775;
12212.775;
12213.508;
12213.508;
12212.043;
12212.775;
12212.775;
12212.775;
12212.043;
12211.311;
12210.578;
12212.043;
12212.775;
12212.043;
12212.775;
12212.043;
12212.775;
12212.043;
12212.043;
12213.508;
12212.775;
12212.775;
12211.311;
12212.775;
12212.775;
12212.775;
12212.043;
12212.775;
12212.775;
12212.775;
12212.775;
12212.043;
12213.508;
12211.311;
12212.775;
12212.775;
12210.578;
12212.043;
12212.043;
12212.043;
12211.311;
12212.043;
12212.043;
12211.311;
12212.043;
12212.775;
12212.043;
12212.043;
12212.775;
12212.775;
12212.043;
12213.508;
12212.775;
12212.043;
12212.043;
12212.043;
12212.043;
12212.043;
12212.043;
12212.043;
12212.043;
12212.043;
12211.311;
12212.043;
12212.775;
12212.043;
12212.043;
12212.043;
12213.508;
12212.775;
12212.775;
12213.508;
12212.775;
12212.775;
12212.775;
12212.775;
12213.508;
12212.775;
12213.508;
12212.775;
12211.311;
12212.043;
12212.775;
12212.775;
12212.775;
12212.043;
12212.775;
12212.775;
12212.775;
12212.043;
12211.311;
12213.508;
12212.043;
12212.775;
12212.043;
12212.775;
12211.311;
12212.775;
12212.775;
12212.043;
12212.043;
12212.043;
12212.775;
12213.508;
12212.775;
12212.775;
12212.775;
12212.043;
12212.775;
12212.043;
12212.775;
12212.043;
12212.775;
12212.775;
12212.775;
12212.775;
12212.775;
12212.043;
12212.775;
12213.508;
12213.508;
12212.043;
12213.508;
12213.508;
12213.508;
12212.043;
12212.043;
12212.775;
12212.775;
12212.775;
12212.043;
12212.775;
12211.311;
12212.043;
12212.043;
12212.775;
12213.508;
12212.043;
12212.775;
12212.775;
12212.043;
12212.775;
12212.043;
12212.043;
12212.043;
12214.240;
12212.775;
12212.043;
12212.043;
12212.043;
12211.311;
12212.043;
12212.043;
12211.311;
12211.311;
12212.775;
12212.043;
12212.775;
12212.775;
12212.043;
12210.578;
12211.311;
12211.311;
12212.043;
12212.043;
12210.578;
12212.043;
12212.043;
12212.043;
12212.043;
12211.311;
12211.311;
12212.775;
12212.043;
12211.311;
12212.043;
12212.043;
12211.311;
12212.043;
12211.311;
12212.043;
12212.043;
12211.311;
12212.043;
12211.311;
12212.043;
12212.775;
12212.043;
12211.311;
12212.043;
12211.311;
12212.043;
12212.043;
12212.043;
12211.311;
